"Path","LineNumber","Content"
"D:\aaaempire-reputation-ai\components\dashboard\statistics-overview.tsx","69","""rgb(226 232 240)"""
"D:\aaaempire-reputation-ai\components\dashboard\statistics-overview.tsx","79","""round"""
"D:\aaaempire-reputation-ai\components\dashboard\statistics-overview.tsx","103","'Statistics'"
"D:\aaaempire-reputation-ai\components\dashboard\statistics-overview.tsx","106","""relative"""
"D:\aaaempire-reputation-ai\components\dashboard\statistics-overview.tsx","107","""blur-sm select-none pointer-events-none"""
"D:\aaaempire-reputation-ai\components\dashboard\statistics-overview.tsx","116","'upgrade'"
"D:\aaaempire-reputation-ai\components\dashboard\statistics-overview.tsx","133","'Statistics'"
"D:\aaaempire-reputation-ai\components\dashboard\statistics-overview.tsx","271","'stopwords'"
"D:\aaaempire-reputation-ai\components\dashboard\statistics-overview.tsx","386","'current'"
"D:\aaaempire-reputation-ai\components\dashboard\statistics-overview.tsx","389","""monotone"""
"D:\aaaempire-reputation-ai\components\dashboard\statistics-overview.tsx","390","""monotone"""
"D:\aaaempire-reputation-ai\components\dashboard\statistics-overview.tsx","470","'strengths'"
"D:\aaaempire-reputation-ai\components\dashboard\statistics-overview.tsx","538","'zenith'"
"D:\aaaempire-reputation-ai\components\dashboard\strategic-consultant-chat.tsx","28","'smooth'"
"D:\aaaempire-reputation-ai\components\dashboard\strategic-consultant-chat.tsx","46","'profile'"
"D:\aaaempire-reputation-ai\components\dashboard\strategic-consultant-chat.tsx","54","'assistant'"
"D:\aaaempire-reputation-ai\components\dashboard\strategic-consultant-chat.tsx","59","'assistant'"
"D:\aaaempire-reputation-ai\components\dashboard\strategic-consultant-chat.tsx","63","'assistant'"
"D:\aaaempire-reputation-ai\components\dashboard\strategic-consultant-chat.tsx","78","'heading'"
"D:\aaaempire-reputation-ai\components\dashboard\strategic-consultant-chat.tsx","81","'subheading'"
"D:\aaaempire-reputation-ai\components\dashboard\strategic-consultant-chat.tsx","92","""button"""
"D:\aaaempire-reputation-ai\components\dashboard\strategic-consultant-chat.tsx","135","'thinking'"
"D:\aaaempire-reputation-ai\components\dashboard\strategic-consultant-chat.tsx","143","""p-4 border-t border-slate-100 dark:border-slate-800/80"""
"D:\aaaempire-reputation-ai\components\dashboard\strategic-consultant-chat.tsx","155","'placeholder'"
"D:\aaaempire-reputation-ai\components\dashboard\strategic-consultant-chat.tsx","160","""submit"""
"D:\aaaempire-reputation-ai\components\dashboard\stripe-portal-button.tsx","9","'upgrade'"
"D:\aaaempire-reputation-ai\components\dashboard\stripe-portal-button.tsx","10","'upgrade'"
"D:\aaaempire-reputation-ai\components\dashboard\stripe-portal-button.tsx","31","'locale'"
"D:\aaaempire-reputation-ai\components\dashboard\stripe-portal-button.tsx","48","""button"""
"D:\aaaempire-reputation-ai\components\dashboard\stripe-portal-button.tsx","56","""h-4 w-4 shrink-0 animate-spin"""
"D:\aaaempire-reputation-ai\components\dashboard\stripe-portal-button.tsx","57","'redirecting'"
"D:\aaaempire-reputation-ai\components\dashboard\stripe-sync-on-return.tsx","25","'include'"
"D:\aaaempire-reputation-ai\components\dashboard\subscription-success-effects.tsx","67","""polite"""
"D:\aaaempire-reputation-ai\components\dashboard\success-payment-toast.tsx","13","'Vision'"
"D:\aaaempire-reputation-ai\components\dashboard\success-payment-toast.tsx","14","'Pulse'"
"D:\aaaempire-reputation-ai\components\dashboard\success-payment-toast.tsx","64","'welcome'"
"D:\aaaempire-reputation-ai\components\dashboard\success-payment-toast.tsx","66","'border-[#2563eb]/30 shadow-lg'"
"D:\aaaempire-reputation-ai\components\dashboard\support-ai-chat.tsx","53","'numeric'"
"D:\aaaempire-reputation-ai\components\dashboard\support-ai-chat.tsx","132","""w-3 h-3 shrink-0"""
"D:\aaaempire-reputation-ai\components\dashboard\support-ai-chat.tsx","134","""w-3 h-3 shrink-0"""
"D:\aaaempire-reputation-ai\components\dashboard\support-ai-chat.tsx","235","'Enter'"
"D:\aaaempire-reputation-ai\components\dashboard\support-ai-chat.tsx","236","'Escape'"
"D:\aaaempire-reputation-ai\components\dashboard\support-ai-chat.tsx","253","""button"""
"D:\aaaempire-reputation-ai\components\dashboard\support-ai-chat.tsx","261","""button"""
"D:\aaaempire-reputation-ai\components\dashboard\support-ai-chat.tsx","292","'archived'"
"D:\aaaempire-reputation-ai\components\dashboard\support-ai-chat.tsx","371","'bootstrap'"
"D:\aaaempire-reputation-ai\components\dashboard\support-ai-chat.tsx","411","'smooth'"
"D:\aaaempire-reputation-ai\components\dashboard\support-ai-chat.tsx","440","'archived'"
"D:\aaaempire-reputation-ai\components\dashboard\support-ai-chat.tsx","497","'Enter'"
"D:\aaaempire-reputation-ai\components\dashboard\support-ai-chat.tsx","547","""button"""
"D:\aaaempire-reputation-ai\components\dashboard\support-ai-chat.tsx","577","""button"""
"D:\aaaempire-reputation-ai\components\dashboard\support-ai-chat.tsx","580","'Enter'"
"D:\aaaempire-reputation-ai\components\dashboard\support-ai-chat.tsx","608","""truncate"""
"D:\aaaempire-reputation-ai\components\dashboard\support-ai-chat.tsx","613","""ml-1.5 tabular-nums opacity-80"""
"D:\aaaempire-reputation-ai\components\dashboard\support-ai-chat.tsx","624","""button"""
"D:\aaaempire-reputation-ai\components\dashboard\support-ai-chat.tsx","651","""button"""
"D:\aaaempire-reputation-ai\components\dashboard\support-ai-chat.tsx","659","""truncate"""
"D:\aaaempire-reputation-ai\components\dashboard\support-ai-chat.tsx","682","'title'"
"D:\aaaempire-reputation-ai\components\dashboard\support-ai-chat.tsx","686","'subtitle'"
"D:\aaaempire-reputation-ai\components\dashboard\support-ai-chat.tsx","693","""button"""
"D:\aaaempire-reputation-ai\components\dashboard\support-ai-chat.tsx","698","'archive'"
"D:\aaaempire-reputation-ai\components\dashboard\support-ai-chat.tsx","718","""button"""
"D:\aaaempire-reputation-ai\components\dashboard\support-ai-chat.tsx","783","'placeholder'"
"D:\aaaempire-reputation-ai\components\dashboard\support-ai-chat.tsx","788","""submit"""
"D:\aaaempire-reputation-ai\components\dashboard\support-ai-chat.tsx","794","""w-4 h-4 animate-spin"""
"D:\aaaempire-reputation-ai\components\dashboard\sync-location-from-url.tsx","8","'URL contient ?location=xxx ou ?eid=xxx, synchronise l'"
"D:\aaaempire-reputation-ai\components\dashboard\sync-location-from-url.tsx","17","'location'"
"D:\aaaempire-reputation-ai\components\dashboard\updates-list.tsx","29","'suggestion'"
"D:\aaaempire-reputation-ai\components\dashboard\updates-list.tsx","45","'image'"
"D:\aaaempire-reputation-ai\components\dashboard\updates-list.tsx","51","""max-h-72 w-full object-contain"""
"D:\aaaempire-reputation-ai\components\dashboard\updates-list.tsx","52","""(max-width: 768px) 100vw, 800px"""
"D:\aaaempire-reputation-ai\components\dashboard\updates-list.tsx","57","""max-h-72 w-full"""
"D:\aaaempire-reputation-ai\components\dashboard\updates-list.tsx","74","'numeric'"
"D:\aaaempire-reputation-ai\components\dashboard\updates-list.tsx","76","'numeric'"
"D:\aaaempire-reputation-ai\components\dashboard\updates-list.tsx","82","'numeric'"
"D:\aaaempire-reputation-ai\components\dashboard\updates-list.tsx","84","'numeric'"
"D:\aaaempire-reputation-ai\components\dashboard\updates-list.tsx","135","'include'"
"D:\aaaempire-reputation-ai\components\dashboard\updates-list.tsx","139","'image'"
"D:\aaaempire-reputation-ai\components\dashboard\updates-list.tsx","169","'include'"
"D:\aaaempire-reputation-ai\components\dashboard\updates-list.tsx","190","'include'"
"D:\aaaempire-reputation-ai\components\dashboard\updates-list.tsx","211","'empty'"
"D:\aaaempire-reputation-ai\components\dashboard\updates-list.tsx","236","'manual'"
"D:\aaaempire-reputation-ai\components\dashboard\updates-list.tsx","238","'manual'"
"D:\aaaempire-reputation-ai\components\dashboard\updates-list.tsx","248","'manual'"
"D:\aaaempire-reputation-ai\components\dashboard\updates-list.tsx","253","'manual'"
"D:\aaaempire-reputation-ai\components\dashboard\updates-list.tsx","262","'manual'"
"D:\aaaempire-reputation-ai\components\dashboard\updates-list.tsx","275","'manual'"
"D:\aaaempire-reputation-ai\components\dashboard\updates-list.tsx","278","""button"""
"D:\aaaempire-reputation-ai\components\dashboard\updates-list.tsx","286","""button"""
"D:\aaaempire-reputation-ai\components\dashboard\updates-list.tsx","292","""w-3.5 h-3.5 animate-spin"""
"D:\aaaempire-reputation-ai\components\dashboard\updates-list.tsx","314","'manual'"
"D:\aaaempire-reputation-ai\components\dashboard\updates-list.tsx","315","""mt-3 space-y-3"""
"D:\aaaempire-reputation-ai\components\dashboard\updates-list.tsx","329","""hidden"""
"D:\aaaempire-reputation-ai\components\dashboard\updates-list.tsx","334","""button"""
"D:\aaaempire-reputation-ai\components\dashboard\updates-list.tsx","340","""w-3.5 h-3.5 animate-spin"""
"D:\aaaempire-reputation-ai\components\dashboard\updates-list.tsx","357","'image'"
"D:\aaaempire-reputation-ai\components\dashboard\updates-list.tsx","363","""w-full h-full object-cover"""
"D:\aaaempire-reputation-ai\components\dashboard\updates-list.tsx","368","'video'"
"D:\aaaempire-reputation-ai\components\dashboard\updates-list.tsx","372","""button"""
"D:\aaaempire-reputation-ai\components\dashboard\updates-list.tsx","386","""button"""
"D:\aaaempire-reputation-ai\components\dashboard\updates-list.tsx","391","""w-4 h-4 animate-spin"""
"D:\aaaempire-reputation-ai\components\dashboard\updates-list.tsx","395","""button"""
"D:\aaaempire-reputation-ai\components\dashboard\updates-list.tsx","411","'manual'"
"D:\aaaempire-reputation-ai\components\dashboard\updates-list.tsx","426","'manual'"
"D:\aaaempire-reputation-ai\components\dashboard\updates-list.tsx","431","'manual'"
"D:\aaaempire-reputation-ai\components\dashboard\updates-modal.tsx","23","'numeric'"
"D:\aaaempire-reputation-ai\components\dashboard\updates-modal.tsx","25","'numeric'"
"D:\aaaempire-reputation-ai\components\dashboard\updates-modal.tsx","61","'title'"
"D:\aaaempire-reputation-ai\components\dashboard\updates-modal.tsx","64","""button"""
"D:\aaaempire-reputation-ai\components\dashboard\updates-modal.tsx","72","""p-5 max-h-[60vh] overflow-y-auto"""
"D:\aaaempire-reputation-ai\components\dashboard\updates-modal.tsx","79","'empty'"
"D:\aaaempire-reputation-ai\components\dashboard\updates-modal.tsx","96","'available'"
"D:\aaaempire-reputation-ai\components\dashboard\updates-modal.tsx","118","""button"""
"D:\aaaempire-reputation-ai\components\dashboard\upgrade-modal.tsx","32","'include'"
"D:\aaaempire-reputation-ai\components\dashboard\upgrade-modal.tsx","50","'annual'"
"D:\aaaempire-reputation-ai\components\dashboard\upgrade-modal.tsx","59","""dialog"""
"D:\aaaempire-reputation-ai\components\dashboard\upgrade-modal.tsx","72","'title'"
"D:\aaaempire-reputation-ai\components\dashboard\upgrade-modal.tsx","82","""button"""
"D:\aaaempire-reputation-ai\components\dashboard\upgrade-modal.tsx","86","'later'"
"D:\aaaempire-reputation-ai\components\dashboard\upgrade-modal.tsx","89","""button"""
"D:\aaaempire-reputation-ai\components\dashboard\upgrade-success-toast.tsx","13","'Vision'"
"D:\aaaempire-reputation-ai\components\dashboard\upgrade-success-toast.tsx","14","'Pulse'"
"D:\aaaempire-reputation-ai\components\dashboard\upgrade-success-toast.tsx","60","'upgraded'"
"D:\aaaempire-reputation-ai\components\dashboard\upgrade-success-toast.tsx","72","'border-[#2563eb]/30 shadow-lg'"
"D:\aaaempire-reputation-ai\components\dashboard\weekly-insight-section.tsx","42","'numeric'"
"D:\aaaempire-reputation-ai\components\dashboard\weekly-insight-section.tsx","44","'numeric'"
"D:\aaaempire-reputation-ai\components\dashboard\weekly-insight-section.tsx","65","'profile'"
"D:\aaaempire-reputation-ai\components\dashboard\weekly-insight-section.tsx","144","""weekly"""
"D:\aaaempire-reputation-ai\components\dashboard\weekly-insight-section.tsx","148","'title'"
"D:\aaaempire-reputation-ai\components\dashboard\weekly-insight-section.tsx","151","'intro'"
"D:\aaaempire-reputation-ai\components\dashboard\weekly-insight-section.tsx","161","""w-3.5 h-3.5 opacity-70"""
"D:\aaaempire-reputation-ai\components\dashboard\weekly-insight-section.tsx","185","""button"""
"D:\aaaempire-reputation-ai\components\dashboard\weekly-insight-section.tsx","211","'empty'"
"D:\aaaempire-reputation-ai\components\dashboard\weekly-insight-section.tsx","223","""button"""
"D:\aaaempire-reputation-ai\components\dashboard\weekly-insight-section.tsx","337","""button"""
"D:\aaaempire-reputation-ai\components\dashboard\weekly-insight-section.tsx","346","""button"""
"D:\aaaempire-reputation-ai\components\dashboard\welcome-flash.tsx","39","'URL a status=success ou trial_started (SuccessPaymentToast s'"
"D:\aaaempire-reputation-ai\components\dashboard\welcome-flash.tsx","56","'border-[#2563eb]/30 shadow-lg'"
